customer_id,store_id,product_name,sales_date,sales_person_id,price,quantity,total_cost
8,129,refined oil,2023-06-14,21,110,7,770
14,127,shampoo,2023-05-02,16,1.5,8,12.0
4,122,gram flour ,2023-05-02,4,52,3,156
40,129,sugar,2023-05-23,21,50,8,400
11,130,quaker oats,2023-08-20,24,212,10,2120
23,121,refined oil,2023-03-04,3,110,4,440
23,130,toothpaste,2023-03-11,23,100,7,700
28,121,nutrella,2023-04-09,3,40,7,280
41,127,refined oil,2023-08-13,16,110,3,330
46,128,shampoo,2023-06-07,18,1.5,4,6.0
9,125,refined oil,2023-04-11,13,110,3,330
12,128,gram flour ,2023-04-03,18,52,1,52
9,126,sugar,2023-03-20,15,50,9,450
19,125,quaker oats,2023-04-29,13,212,8,1696
16,123,refined oil,2023-03-05,8,110,6,660
31,130,gram flour ,2023-05-03,23,52,8,416
39,130,shampoo,2023-06-06,25,1.5,8,12.0
27,128,gram flour ,2023-05-02,20,52,6,312
22,128,shampoo,2023-04-09,19,1.5,4,6.0
31,125,toothpaste,2023-03-09,13,100,3,300
22,127,gram flour ,2023-03-23,17,52,3,156
27,129,sugar,2023-08-15,21,50,6,300
11,122,quaker oats,2023-07-13,6,212,1,212
48,129,nutrella,2023-04-24,22,40,4,160
33,121,gram flour ,2023-04-23,1,52,3,156
13,121,gram flour ,2023-07-24,3,52,9,468
39,127,sugar,2023-03-15,16,50,3,150
11,124,gram flour ,2023-06-10,10,52,1,52
14,123,flour,2023-03-19,7,20,8,160
48,121,shampoo,2023-08-02,3,1.5,10,15.0
49,121,toothpaste,2023-07-14,2,100,3,300
48,122,gram flour ,2023-07-17,5,52,5,260
44,125,gram flour ,2023-05-26,12,52,8,416
27,126,quaker oats,2023-04-13,14,212,7,1484
34,127,gram flour ,2023-04-10,16,52,6,312
24,122,sugar,2023-04-15,4,50,6,300
26,121,sugar,2023-04-28,1,50,10,500
24,128,nutrella,2023-05-31,18,40,5,200
48,130,flour,2023-05-11,24,20,7,140
5,128,gram flour ,2023-03-19,18,52,10,520
15,122,sugar,2023-05-22,6,50,9,450
6,122,shampoo,2023-05-15,6,1.5,9,13.5
9,125,sugar,2023-03-12,12,50,3,150
35,130,nutrella,2023-06-10,23,40,7,280
29,125,shampoo,2023-06-14,12,1.5,2,3.0
14,129,sugar,2023-04-22,22,50,4,200
4,130,refined oil,2023-07-16,25,110,9,990
37,129,flour,2023-04-21,21,20,2,40
37,123,quaker oats,2023-03-05,8,212,7,1484
2,129,toothpaste,2023-05-02,21,100,8,800
18,122,flour,2023-08-05,5,20,1,20
38,126,quaker oats,2023-04-07,15,212,10,2120
16,124,gram flour ,2023-07-26,11,52,7,364
2,121,nutrella,2023-03-07,1,40,1,40
32,128,quaker oats,2023-03-08,19,212,10,2120
8,127,refined oil,2023-04-11,17,110,6,660
14,122,shampoo,2023-07-22,5,1.5,5,7.5
2,125,nutrella,2023-04-01,13,40,2,80
13,123,refined oil,2023-06-20,8,110,4,440
38,123,flour,2023-07-05,9,20,7,140
23,129,toothpaste,2023-06-14,22,100,6,600
19,122,shampoo,2023-08-20,4,1.5,5,7.5
37,122,nutrella,2023-03-03,5,40,8,320
14,127,shampoo,2023-05-06,17,1.5,3,4.5
49,121,quaker oats,2023-05-15,3,212,7,1484
8,128,toothpaste,2023-04-21,20,100,8,800
3,121,nutrella,2023-06-14,2,40,7,280
49,126,quaker oats,2023-06-23,15,212,10,2120
6,123,flour,2023-03-15,9,20,10,200
50,125,quaker oats,2023-06-27,13,212,2,424
3,125,sugar,2023-07-08,12,50,1,50
32,130,refined oil,2023-07-27,25,110,7,770
16,122,gram flour ,2023-04-05,6,52,4,208
4,129,shampoo,2023-06-15,21,1.5,5,7.5
17,129,quaker oats,2023-06-12,22,212,9,1908
18,126,refined oil,2023-08-13,15,110,2,220
23,130,toothpaste,2023-04-02,24,100,3,300
17,121,flour,2023-08-14,1,20,3,60
2,126,flour,2023-06-11,15,20,9,180
45,130,gram flour ,2023-05-02,23,52,6,312
45,130,toothpaste,2023-03-28,25,100,7,700
30,126,flour,2023-07-10,15,20,5,100
7,129,quaker oats,2023-05-05,21,212,7,1484
29,126,nutrella,2023-06-11,14,40,10,400
9,129,flour,2023-08-08,21,20,6,120
39,130,flour,2023-04-06,25,20,8,160
28,121,flour,2023-07-02,3,20,8,160
38,126,flour,2023-05-05,14,20,1,20
36,130,gram flour ,2023-03-05,24,52,6,312
34,123,flour,2023-07-13,7,20,3,60
41,124,sugar,2023-05-22,12,50,3,150
48,123,flour,2023-03-28,9,20,2,40
44,130,gram flour ,2023-06-14,25,52,10,520
22,125,shampoo,2023-03-29,13,1.5,7,10.5
38,127,gram flour ,2023-05-30,16,52,9,468
50,129,gram flour ,2023-04-20,22,52,4,208
10,123,toothpaste,2023-03-24,7,100,4,400
11,124,sugar,2023-03-18,12,50,6,300
43,121,refined oil,2023-06-01,2,110,2,220
40,128,refined oil,2023-05-07,20,110,7,770
10,125,quaker oats,2023-04-30,13,212,1,212
1,124,refined oil,2023-07-21,11,110,6,660
35,125,sugar,2023-07-02,13,50,6,300
1,130,nutrella,2023-05-20,23,40,2,80
2,127,toothpaste,2023-07-29,16,100,8,800
14,124,sugar,2023-05-21,11,50,10,500
25,127,refined oil,2023-07-18,17,110,5,550
2,127,flour,2023-03-19,17,20,3,60
8,123,gram flour ,2023-08-15,7,52,5,260
50,121,gram flour ,2023-03-25,3,52,8,416
48,122,toothpaste,2023-08-19,6,100,7,700
36,128,toothpaste,2023-05-01,18,100,3,300
6,128,nutrella,2023-05-08,18,40,4,160
17,125,flour,2023-08-09,13,20,5,100
8,124,nutrella,2023-05-15,12,40,1,40
34,122,gram flour ,2023-08-01,4,52,9,468
18,123,flour,2023-06-11,9,20,3,60
13,128,flour,2023-03-28,18,20,7,140
37,127,flour,2023-04-21,16,20,1,20
47,130,quaker oats,2023-06-30,23,212,3,636
7,122,refined oil,2023-07-28,5,110,9,990
44,123,nutrella,2023-05-29,7,40,9,360
23,124,nutrella,2023-07-21,12,40,8,320
15,125,nutrella,2023-05-13,13,40,5,200
15,126,quaker oats,2023-08-08,14,212,9,1908
20,126,flour,2023-05-22,14,20,3,60
46,123,flour,2023-03-15,9,20,4,80
36,122,refined oil,2023-05-14,5,110,3,330
28,122,quaker oats,2023-05-16,4,212,4,848
19,127,nutrella,2023-05-04,16,40,3,120
11,128,toothpaste,2023-04-06,19,100,1,100
14,122,sugar,2023-07-17,6,50,9,450
32,123,shampoo,2023-06-05,8,1.5,10,15.0
17,121,toothpaste,2023-08-18,3,100,9,900
9,126,quaker oats,2023-07-05,15,212,9,1908
32,130,toothpaste,2023-06-20,23,100,8,800
40,121,toothpaste,2023-05-30,1,100,2,200
42,126,flour,2023-08-15,14,20,1,20
39,125,shampoo,2023-05-10,12,1.5,3,4.5
15,130,gram flour ,2023-05-03,24,52,6,312
45,128,sugar,2023-06-01,18,50,7,350
40,121,shampoo,2023-05-04,1,1.5,2,3.0
46,129,gram flour ,2023-08-11,22,52,5,260
40,125,gram flour ,2023-06-16,13,52,8,416
42,121,shampoo,2023-05-31,2,1.5,3,4.5
28,127,gram flour ,2023-04-07,17,52,7,364
35,121,nutrella,2023-06-11,3,40,5,200
47,125,sugar,2023-06-16,12,50,3,150
46,129,quaker oats,2023-08-02,22,212,4,848
31,128,toothpaste,2023-03-16,20,100,6,600
35,124,quaker oats,2023-05-20,10,212,5,1060
31,124,nutrella,2023-03-12,12,40,4,160
14,122,gram flour ,2023-07-10,6,52,2,104
10,129,gram flour ,2023-06-12,22,52,6,312
7,127,nutrella,2023-05-28,16,40,4,160
9,122,nutrella,2023-06-01,5,40,8,320
26,122,sugar,2023-07-08,6,50,3,150
48,128,quaker oats,2023-05-21,18,212,8,1696
27,128,gram flour ,2023-06-04,19,52,3,156
35,125,gram flour ,2023-04-10,13,52,7,364
14,127,sugar,2023-07-28,16,50,10,500
2,129,quaker oats,2023-04-24,21,212,8,1696
14,130,shampoo,2023-03-17,23,1.5,9,13.5
45,128,sugar,2023-07-15,20,50,4,200
46,125,refined oil,2023-07-16,13,110,2,220
42,125,toothpaste,2023-04-12,13,100,5,500
41,122,sugar,2023-05-16,6,50,7,350
45,122,toothpaste,2023-03-25,4,100,5,500
38,121,toothpaste,2023-03-17,2,100,4,400
20,126,sugar,2023-08-05,15,50,4,200
8,128,refined oil,2023-04-18,20,110,3,330
36,127,toothpaste,2023-04-24,16,100,8,800
9,128,flour,2023-07-14,18,20,10,200
4,121,flour,2023-03-31,3,20,3,60
33,121,refined oil,2023-06-18,2,110,4,440
10,129,nutrella,2023-05-27,21,40,1,40
25,121,sugar,2023-08-15,2,50,5,250
19,128,quaker oats,2023-05-11,19,212,6,1272
22,125,quaker oats,2023-07-13,12,212,1,212
40,126,shampoo,2023-05-16,14,1.5,1,1.5
21,121,quaker oats,2023-04-01,1,212,4,848
6,121,flour,2023-06-02,3,20,2,40
4,125,gram flour ,2023-04-07,13,52,4,208
21,123,shampoo,2023-05-20,8,1.5,6,9.0
27,130,toothpaste,2023-06-26,24,100,10,1000
13,126,shampoo,2023-03-27,15,1.5,4,6.0
4,127,refined oil,2023-03-31,17,110,8,880
28,123,flour,2023-03-14,7,20,9,180
28,126,shampoo,2023-05-01,14,1.5,9,13.5
39,122,gram flour ,2023-07-21,4,52,2,104
24,122,shampoo,2023-06-12,6,1.5,3,4.5
27,125,quaker oats,2023-07-20,12,212,9,1908
20,125,refined oil,2023-07-02,13,110,4,440
36,126,flour,2023-07-18,14,20,9,180
34,123,flour,2023-03-26,8,20,5,100
2,130,toothpaste,2023-04-02,25,100,2,200
22,127,sugar,2023-07-18,17,50,7,350
43,126,gram flour ,2023-04-20,15,52,6,312
30,122,nutrella,2023-04-09,5,40,9,360
6,123,sugar,2023-08-11,9,50,4,200
20,127,toothpaste,2023-06-17,16,100,1,100
32,124,sugar,2023-05-27,12,50,2,100
50,124,gram flour ,2023-04-25,10,52,3,156
48,125,sugar,2023-06-15,12,50,5,250
31,122,quaker oats,2023-07-15,4,212,9,1908
29,122,refined oil,2023-08-07,5,110,4,440
35,123,sugar,2023-05-19,9,50,4,200
27,123,shampoo,2023-08-15,8,1.5,10,15.0
16,123,toothpaste,2023-03-27,9,100,5,500
14,127,refined oil,2023-04-21,17,110,8,880
3,124,toothpaste,2023-05-16,11,100,1,100
43,125,quaker oats,2023-08-07,12,212,1,212
